-2.580	0.040	0.001	0.01
-2.578	0.040	0.001	0.01
-2.576	0.040	0.001	0.01
-2.574	0.040	0.001	0.01
-2.572	0.040	0.001	0.01
-2.570	0.040	0.001	0.01
-2.568	0.040	0.001	0.01
-2.566	0.040	0.001	0.01
-2.564	0.040	0.001	0.01
-2.562	0.060	0.001	0.01
-2.560	0.060	0.001	0.01
-2.558	0.040	0.001	0.01
-2.556	0.040	0.001	0.01
-2.554	0.040	0.001	0.01
-2.552	0.040	0.001	0.01
-2.550	0.040	0.001	0.01
-2.548	0.040	0.001	0.01
-2.546	0.040	0.001	0.01
-2.544	0.040	0.001	0.01
-2.542	0.040	0.001	0.01
-2.540	0.040	0.001	0.01
-2.538	0.040	0.001	0.01
-2.536	0.040	0.001	0.01
-2.534	0.040	0.001	0.01
-2.532	0.040	0.001	0.01
-2.530	0.040	0.001	0.01
-2.528	0.040	0.001	0.01
-2.526	0.040	0.001	0.01
-2.524	0.040	0.001	0.01
-2.522	0.040	0.001	0.01
-2.520	0.040	0.001	0.01
-2.518	0.040	0.001	0.01
-2.516	0.040	0.001	0.01
-2.514	0.040	0.001	0.01
-2.512	0.040	0.001	0.01
-2.510	0.040	0.001	0.01
-2.508	0.040	0.001	0.01
-2.506	0.020	0.001	0.01
-2.504	0.020	0.001	0.01
-2.502	0.040	0.001	0.01
-2.500	0.040	0.001	0.01
-2.498	0.060	0.001	0.01
-2.496	0.060	0.001	0.01
-2.494	0.040	0.001	0.01
-2.492	0.040	0.001	0.01
-2.490	0.020	0.001	0.01
-2.488	0.020	0.001	0.01
-2.486	0.040	0.001	0.01
-2.484	0.040	0.001	0.01
-2.482	0.040	0.001	0.01
-2.480	0.040	0.001	0.01
-2.478	0.020	0.001	0.01
-2.476	0.020	0.001	0.01
-2.474	0.040	0.001	0.01
-2.472	0.040	0.001	0.01
-2.470	0.060	0.001	0.01
-2.468	0.060	0.001	0.01
-2.466	0.040	0.001	0.01
-2.464	0.040	0.001	0.01
-2.462	0.040	0.001	0.01
-2.460	0.040	0.001	0.01
-2.458	0.020	0.001	0.01
-2.456	0.020	0.001	0.01
-2.454	0.040	0.001	0.01
-2.452	0.040	0.001	0.01
-2.450	0.040	0.001	0.01
-2.448	0.040	0.001	0.01
-2.446	0.040	0.001	0.01
-2.444	0.040	0.001	0.01
-2.442	0.040	0.001	0.01
-2.440	0.040	0.001	0.01
-2.438	0.040	0.001	0.01
-2.436	0.040	0.001	0.01
-2.434	0.040	0.001	0.01
-2.432	0.040	0.001	0.01
-2.430	0.040	0.001	0.01
-2.428	0.040	0.001	0.01
-2.426	0.040	0.001	0.01
-2.424	0.040	0.001	0.01
-2.422	0.040	0.001	0.01
-2.420	0.040	0.001	0.01
-2.418	0.040	0.001	0.01
-2.416	0.040	0.001	0.01
-2.414	0.020	0.001	0.01
-2.412	0.020	0.001	0.01
-2.410	0.040	0.001	0.01
-2.408	0.040	0.001	0.01
-2.406	0.060	0.001	0.01
-2.404	0.060	0.001	0.01
-2.402	0.040	0.001	0.01
-2.400	0.040	0.001	0.01
-2.398	0.040	0.001	0.01
-2.396	0.040	0.001	0.01
-2.394	0.040	0.001	0.01
-2.392	0.040	0.001	0.01
-2.390	0.040	0.001	0.01
-2.388	0.040	0.001	0.01
-2.386	0.040	0.001	0.01
-2.384	0.040	0.001	0.01
-2.382	0.040	0.001	0.01
-2.380	0.040	0.001	0.01
-2.378	0.040	0.001	0.01
-2.376	0.040	0.001	0.01
-2.374	0.040	0.001	0.01
-2.372	0.040	0.001	0.01
-2.370	0.040	0.001	0.01
-2.368	0.040	0.001	0.01
-2.366	0.040	0.001	0.01
-2.364	0.040	0.001	0.01
-2.362	0.020	0.001	0.01
-2.360	0.020	0.001	0.01
-2.358	0.020	0.001	0.01
-2.356	0.020	0.001	0.01
-2.354	0.020	0.001	0.01
-2.352	0.020	0.001	0.01
-2.350	0.040	0.001	0.01
-2.348	0.040	0.001	0.01
-2.346	0.040	0.001	0.01
-2.344	0.040	0.001	0.01
-2.342	0.040	0.001	0.01
-2.340	0.040	0.001	0.01
-2.338	0.040	0.001	0.01
-2.336	0.040	0.001	0.01
-2.334	0.040	0.001	0.01
-2.332	0.040	0.001	0.01
-2.330	0.040	0.001	0.01
-2.328	0.040	0.001	0.01
-2.326	0.020	0.001	0.01
-2.324	0.020	0.001	0.01
-2.322	0.040	0.001	0.01
-2.320	0.040	0.001	0.01
-2.318	0.040	0.001	0.01
-2.316	0.040	0.001	0.01
-2.314	0.040	0.001	0.01
-2.312	0.040	0.001	0.01
-2.310	0.020	0.001	0.01
-2.308	0.020	0.001	0.01
-2.306	0.020	0.001	0.01
-2.304	0.020	0.001	0.01
-2.302	0.020	0.001	0.01
-2.300	0.020	0.001	0.01
-2.298	0.040	0.001	0.01
-2.296	0.040	0.001	0.01
-2.294	0.040	0.001	0.01
-2.292	0.040	0.001	0.01
-2.290	0.000	0.001	0.01
-2.288	0.000	0.001	0.01
-2.286	0.040	0.001	0.01
-2.284	0.040	0.001	0.01
-2.282	0.040	0.001	0.01
-2.280	0.040	0.001	0.01
-2.278	0.040	0.001	0.01
-2.276	0.040	0.001	0.01
-2.274	0.020	0.001	0.01
-2.272	0.020	0.001	0.01
-2.270	0.020	0.001	0.01
-2.268	0.020	0.001	0.01
-2.266	0.040	0.001	0.01
-2.264	0.040	0.001	0.01
-2.262	0.020	0.001	0.01
-2.260	0.020	0.001	0.01
-2.258	0.020	0.001	0.01
-2.256	0.020	0.001	0.01
-2.254	0.040	0.001	0.01
-2.252	0.040	0.001	0.01
-2.250	0.020	0.001	0.01
-2.248	0.020	0.001	0.01
-2.246	0.040	0.001	0.01
-2.244	0.040	0.001	0.01
-2.242	0.020	0.001	0.01
-2.240	0.020	0.001	0.01
-2.238	0.020	0.001	0.01
-2.236	0.020	0.001	0.01
-2.234	0.040	0.001	0.01
-2.232	0.040	0.001	0.01
-2.230	0.040	0.001	0.01
-2.228	0.040	0.001	0.01
-2.226	0.020	0.001	0.01
-2.224	0.020	0.001	0.01
-2.222	0.020	0.001	0.01
-2.220	0.020	0.001	0.01
-2.218	0.020	0.001	0.01
-2.216	0.020	0.001	0.01
-2.214	0.020	0.001	0.01
-2.212	0.020	0.001	0.01
-2.210	0.020	0.001	0.01
-2.208	0.020	0.001	0.01
-2.206	0.020	0.001	0.01
-2.204	0.020	0.001	0.01
-2.202	0.040	0.001	0.01
-2.200	0.040	0.001	0.01
-2.198	0.020	0.001	0.01
-2.196	0.020	0.001	0.01
-2.194	0.040	0.001	0.01
-2.192	0.040	0.001	0.01
-2.190	0.040	0.001	0.01
-2.188	0.040	0.001	0.01
-2.186	0.040	0.001	0.01
-2.184	0.040	0.001	0.01
-2.182	0.020	0.001	0.01
-2.180	0.020	0.001	0.01
-2.178	0.020	0.001	0.01
-2.176	0.020	0.001	0.01
-2.174	0.040	0.001	0.01
-2.172	0.040	0.001	0.01
-2.170	0.040	0.001	0.01
-2.168	0.040	0.001	0.01
-2.166	0.040	0.001	0.01
-2.164	0.040	0.001	0.01
-2.162	0.040	0.001	0.01
-2.160	0.040	0.001	0.01
-2.158	0.020	0.001	0.01
-2.156	0.020	0.001	0.01
-2.154	0.020	0.001	0.01
-2.152	0.020	0.001	0.01
-2.150	0.040	0.001	0.01
-2.148	0.040	0.001	0.01
-2.146	0.040	0.001	0.01
-2.144	0.040	0.001	0.01
-2.142	0.040	0.001	0.01
-2.140	0.040	0.001	0.01
-2.138	0.020	0.001	0.01
-2.136	0.020	0.001	0.01
-2.134	0.040	0.001	0.01
-2.132	0.040	0.001	0.01
-2.130	0.020	0.001	0.01
-2.128	0.020	0.001	0.01
-2.126	0.020	0.001	0.01
-2.124	0.020	0.001	0.01
-2.122	0.040	0.001	0.01
-2.120	0.040	0.001	0.01
-2.118	0.040	0.001	0.01
-2.116	0.040	0.001	0.01
-2.114	0.020	0.001	0.01
-2.112	0.020	0.001	0.01
-2.110	0.040	0.001	0.01
-2.108	0.040	0.001	0.01
-2.106	0.040	0.001	0.01
-2.104	0.040	0.001	0.01
-2.102	0.020	0.001	0.01
-2.100	0.020	0.001	0.01
-2.098	0.020	0.001	0.01
-2.096	0.020	0.001	0.01
-2.094	0.040	0.001	0.01
-2.092	0.040	0.001	0.01
-2.090	0.020	0.001	0.01
-2.088	0.020	0.001	0.01
-2.086	0.040	0.001	0.01
-2.084	0.040	0.001	0.01
-2.082	0.020	0.001	0.01
-2.080	0.020	0.001	0.01
-2.078	0.040	0.001	0.01
-2.076	0.040	0.001	0.01
-2.074	0.040	0.001	0.01
-2.072	0.040	0.001	0.01
-2.070	0.020	0.001	0.01
-2.068	0.020	0.001	0.01
-2.066	0.020	0.001	0.01
-2.064	0.020	0.001	0.01
-2.062	0.020	0.001	0.01
-2.060	0.020	0.001	0.01
-2.058	0.020	0.001	0.01
-2.056	0.020	0.001	0.01
-2.054	0.040	0.001	0.01
-2.052	0.040	0.001	0.01
-2.050	0.040	0.001	0.01
-2.048	0.040	0.001	0.01
-2.046	0.000	0.001	0.01
-2.044	0.000	0.001	0.01
-2.042	0.040	0.001	0.01
-2.040	0.040	0.001	0.01
-2.038	0.020	0.001	0.01
-2.036	0.020	0.001	0.01
-2.034	0.040	0.001	0.01
-2.032	0.040	0.001	0.01
-2.030	0.040	0.001	0.01
-2.028	0.040	0.001	0.01
-2.026	0.020	0.001	0.01
-2.024	0.020	0.001	0.01
-2.022	0.020	0.001	0.01
-2.020	0.020	0.001	0.01
-2.018	0.020	0.001	0.01
-2.016	0.020	0.001	0.01
-2.014	0.040	0.001	0.01
-2.012	0.040	0.001	0.01
-2.010	0.020	0.001	0.01
-2.008	0.020	0.001	0.01
-2.006	0.040	0.001	0.01
-2.004	0.040	0.001	0.01
-2.002	0.040	0.001	0.01
-2.000	0.040	0.001	0.01
-1.998	0.040	0.001	0.01
-1.996	0.040	0.001	0.01
-1.994	0.040	0.001	0.01
-1.992	0.040	0.001	0.01
-1.990	0.040	0.001	0.01
-1.988	0.040	0.001	0.01
-1.986	0.040	0.001	0.01
-1.984	0.040	0.001	0.01
-1.982	0.040	0.001	0.01
-1.980	0.040	0.001	0.01
-1.978	0.020	0.001	0.01
-1.976	0.020	0.001	0.01
-1.974	0.020	0.001	0.01
-1.972	0.020	0.001	0.01
-1.970	0.040	0.001	0.01
-1.968	0.040	0.001	0.01
-1.966	0.040	0.001	0.01
-1.964	0.040	0.001	0.01
-1.962	0.020	0.001	0.01
-1.960	0.020	0.001	0.01
-1.958	0.020	0.001	0.01
-1.956	0.020	0.001	0.01
-1.954	0.020	0.001	0.01
-1.952	0.020	0.001	0.01
-1.950	0.020	0.001	0.01
-1.948	0.020	0.001	0.01
-1.946	0.000	0.001	0.01
-1.944	0.000	0.001	0.01
-1.942	0.040	0.001	0.01
-1.940	0.040	0.001	0.01
-1.938	0.040	0.001	0.01
-1.936	0.040	0.001	0.01
-1.934	0.020	0.001	0.01
-1.932	0.020	0.001	0.01
-1.930	0.020	0.001	0.01
-1.928	0.020	0.001	0.01
-1.926	0.000	0.001	0.01
-1.924	0.000	0.001	0.01
-1.922	0.040	0.001	0.01
-1.920	0.040	0.001	0.01
-1.918	0.040	0.001	0.01
-1.916	0.040	0.001	0.01
-1.914	0.020	0.001	0.01
-1.912	0.020	0.001	0.01
-1.910	0.020	0.001	0.01
-1.908	0.020	0.001	0.01
-1.906	0.040	0.001	0.01
-1.904	0.040	0.001	0.01
-1.902	0.020	0.001	0.01
-1.900	0.020	0.001	0.01
-1.898	0.020	0.001	0.01
-1.896	0.020	0.001	0.01
-1.894	0.040	0.001	0.01
-1.892	0.040	0.001	0.01
-1.890	0.020	0.001	0.01
-1.888	0.020	0.001	0.01
-1.886	0.020	0.001	0.01
-1.884	0.020	0.001	0.01
-1.882	0.020	0.001	0.01
-1.880	0.020	0.001	0.01
-1.878	0.020	0.001	0.01
-1.876	0.020	0.001	0.01
-1.874	0.000	0.001	0.01
-1.872	0.000	0.001	0.01
-1.870	0.000	0.001	0.01
-1.868	0.000	0.001	0.01
-1.866	0.040	0.001	0.01
-1.864	0.040	0.001	0.01
-1.862	0.020	0.001	0.01
-1.860	0.020	0.001	0.01
-1.858	0.020	0.001	0.01
-1.856	0.020	0.001	0.01
-1.854	0.020	0.001	0.01
-1.852	0.020	0.001	0.01
-1.850	0.020	0.001	0.01
-1.848	0.020	0.001	0.01
-1.846	0.020	0.001	0.01
-1.844	0.020	0.001	0.01
-1.842	0.020	0.001	0.01
-1.840	0.020	0.001	0.01
-1.838	0.040	0.001	0.01
-1.836	0.040	0.001	0.01
-1.834	0.020	0.001	0.01
-1.832	0.020	0.001	0.01
-1.830	0.020	0.001	0.01
-1.828	0.020	0.001	0.01
-1.826	0.040	0.001	0.01
-1.824	0.040	0.001	0.01
-1.822	0.000	0.001	0.01
-1.820	0.000	0.001	0.01
-1.818	0.040	0.001	0.01
-1.816	0.040	0.001	0.01
-1.814	0.040	0.001	0.01
-1.812	0.040	0.001	0.01
-1.810	0.040	0.001	0.01
-1.808	0.040	0.001	0.01
-1.806	0.040	0.001	0.01
-1.804	0.040	0.001	0.01
-1.802	0.020	0.001	0.01
-1.800	0.020	0.001	0.01
-1.798	0.020	0.001	0.01
-1.796	0.020	0.001	0.01
-1.794	0.020	0.001	0.01
-1.792	0.020	0.001	0.01
-1.790	0.020	0.001	0.01
-1.788	0.020	0.001	0.01
-1.786	0.020	0.001	0.01
-1.784	0.020	0.001	0.01
-1.782	0.020	0.001	0.01
-1.780	0.020	0.001	0.01
-1.778	0.020	0.001	0.01
-1.776	0.020	0.001	0.01
-1.774	0.000	0.001	0.01
-1.772	0.000	0.001	0.01
-1.770	0.020	0.001	0.01
-1.768	0.020	0.001	0.01
-1.766	0.040	0.001	0.01
-1.764	0.040	0.001	0.01
-1.762	0.040	0.001	0.01
-1.760	0.040	0.001	0.01
-1.758	0.000	0.001	0.01
-1.756	0.000	0.001	0.01
-1.754	0.040	0.001	0.01
-1.752	0.040	0.001	0.01
-1.750	0.020	0.001	0.01
-1.748	0.020	0.001	0.01
-1.746	0.020	0.001	0.01
-1.744	0.020	0.001	0.01
-1.742	0.040	0.001	0.01
-1.740	0.040	0.001	0.01
-1.738	0.020	0.001	0.01
-1.736	0.020	0.001	0.01
-1.734	0.020	0.001	0.01
-1.732	0.020	0.001	0.01
-1.730	0.000	0.001	0.01
-1.728	0.000	0.001	0.01
-1.726	0.020	0.001	0.01
-1.724	0.020	0.001	0.01
-1.722	0.040	0.001	0.01
-1.720	0.040	0.001	0.01
-1.718	0.020	0.001	0.01
-1.716	0.020	0.001	0.01
-1.714	0.020	0.001	0.01
-1.712	0.020	0.001	0.01
-1.710	0.040	0.001	0.01
-1.708	0.040	0.001	0.01
-1.706	0.020	0.001	0.01
-1.704	0.020	0.001	0.01
-1.702	0.020	0.001	0.01
-1.700	0.020	0.001	0.01
-1.698	0.020	0.001	0.01
-1.696	0.020	0.001	0.01
-1.694	0.020	0.001	0.01
-1.692	0.020	0.001	0.01
-1.690	0.020	0.001	0.01
-1.688	0.020	0.001	0.01
-1.686	0.020	0.001	0.01
-1.684	0.020	0.001	0.01
-1.682	0.020	0.001	0.01
-1.680	0.020	0.001	0.01
-1.678	0.020	0.001	0.01
-1.676	0.020	0.001	0.01
-1.674	0.040	0.001	0.01
-1.672	0.040	0.001	0.01
-1.670	0.020	0.001	0.01
-1.668	0.020	0.001	0.01
-1.666	0.040	0.001	0.01
-1.664	0.040	0.001	0.01
-1.662	0.020	0.001	0.01
-1.660	0.020	0.001	0.01
-1.658	0.040	0.001	0.01
-1.656	0.040	0.001	0.01
-1.654	0.020	0.001	0.01
-1.652	0.020	0.001	0.01
-1.650	0.020	0.001	0.01
-1.648	0.020	0.001	0.01
-1.646	0.040	0.001	0.01
-1.644	0.040	0.001	0.01
-1.642	0.020	0.001	0.01
-1.640	0.020	0.001	0.01
-1.638	0.020	0.001	0.01
-1.636	0.020	0.001	0.01
-1.634	0.040	0.001	0.01
-1.632	0.040	0.001	0.01
-1.630	0.020	0.001	0.01
-1.628	0.020	0.001	0.01
-1.626	0.060	0.001	0.01
-1.624	0.060	0.001	0.01
-1.622	0.020	0.001	0.01
-1.620	0.020	0.001	0.01
-1.618	0.020	0.001	0.01
-1.616	0.020	0.001	0.01
-1.614	0.020	0.001	0.01
-1.612	0.020	0.001	0.01
-1.610	0.020	0.001	0.01
-1.608	0.020	0.001	0.01
-1.606	0.040	0.001	0.01
-1.604	0.040	0.001	0.01
-1.602	0.020	0.001	0.01
-1.600	0.020	0.001	0.01
-1.598	0.020	0.001	0.01
-1.596	0.020	0.001	0.01
-1.594	0.020	0.001	0.01
-1.592	0.020	0.001	0.01
-1.590	0.020	0.001	0.01
-1.588	0.020	0.001	0.01
-1.586	0.040	0.001	0.01
-1.584	0.040	0.001	0.01
-1.582	0.000	0.001	0.01
-1.580	0.000	0.001	0.01
-1.578	0.020	0.001	0.01
-1.576	0.020	0.001	0.01
-1.574	0.020	0.001	0.01
-1.572	0.020	0.001	0.01
-1.570	0.040	0.001	0.01
-1.568	0.040	0.001	0.01
-1.566	0.020	0.001	0.01
-1.564	0.020	0.001	0.01
-1.562	0.020	0.001	0.01
-1.560	0.020	0.001	0.01
-1.558	0.040	0.001	0.01
-1.556	0.040	0.001	0.01
-1.554	0.040	0.001	0.01
-1.552	0.040	0.001	0.01
-1.550	0.020	0.001	0.01
-1.548	0.020	0.001	0.01
-1.546	0.040	0.001	0.01
-1.544	0.040	0.001	0.01
-1.542	0.040	0.001	0.01
-1.540	0.040	0.001	0.01
-1.538	0.000	0.001	0.01
-1.536	0.000	0.001	0.01
-1.534	0.020	0.001	0.01
-1.532	0.020	0.001	0.01
-1.530	0.040	0.001	0.01
-1.528	0.040	0.001	0.01
-1.526	0.020	0.001	0.01
-1.524	0.020	0.001	0.01
-1.522	0.020	0.001	0.01
-1.520	0.020	0.001	0.01
-1.518	0.020	0.001	0.01
-1.516	0.020	0.001	0.01
-1.514	0.020	0.001	0.01
-1.512	0.020	0.001	0.01
-1.510	0.040	0.001	0.01
-1.508	0.040	0.001	0.01
-1.506	0.020	0.001	0.01
-1.504	0.020	0.001	0.01
-1.502	0.040	0.001	0.01
-1.500	0.040	0.001	0.01
-1.498	0.020	0.001	0.01
-1.496	0.020	0.001	0.01
-1.494	0.040	0.001	0.01
-1.492	0.040	0.001	0.01
-1.490	0.040	0.001	0.01
-1.488	0.040	0.001	0.01
-1.486	0.020	0.001	0.01
-1.484	0.020	0.001	0.01
-1.482	0.040	0.001	0.01
-1.480	0.040	0.001	0.01
-1.478	0.020	0.001	0.01
-1.476	0.020	0.001	0.01
-1.474	0.020	0.001	0.01
-1.472	0.020	0.001	0.01
-1.470	0.020	0.001	0.01
-1.468	0.020	0.001	0.01
-1.466	0.040	0.001	0.01
-1.464	0.040	0.001	0.01
-1.462	0.040	0.001	0.01
-1.460	0.040	0.001	0.01
-1.458	0.020	0.001	0.01
-1.456	0.020	0.001	0.01
-1.454	0.040	0.001	0.01
-1.452	0.040	0.001	0.01
-1.450	0.020	0.001	0.01
-1.448	0.020	0.001	0.01
-1.446	0.020	0.001	0.01
-1.444	0.020	0.001	0.01
-1.442	0.020	0.001	0.01
-1.440	0.020	0.001	0.01
-1.438	0.020	0.001	0.01
-1.436	0.020	0.001	0.01
-1.434	0.040	0.001	0.01
-1.432	0.040	0.001	0.01
-1.430	0.040	0.001	0.01
-1.428	0.040	0.001	0.01
-1.426	0.040	0.001	0.01
-1.424	0.040	0.001	0.01
-1.422	0.040	0.001	0.01
-1.420	0.040	0.001	0.01
-1.418	0.040	0.001	0.01
-1.416	0.040	0.001	0.01
-1.414	0.040	0.001	0.01
-1.412	0.040	0.001	0.01
-1.410	0.040	0.001	0.01
-1.408	0.040	0.001	0.01
-1.406	0.040	0.001	0.01
-1.404	0.040	0.001	0.01
-1.402	0.040	0.001	0.01
-1.400	0.040	0.001	0.01
-1.398	0.040	0.001	0.01
-1.396	0.040	0.001	0.01
-1.394	0.040	0.001	0.01
-1.392	0.040	0.001	0.01
-1.390	0.080	0.001	0.01
-1.388	0.080	0.001	0.01
-1.386	0.060	0.001	0.01
-1.384	0.060	0.001	0.01
-1.382	0.100	0.001	0.01
-1.380	0.100	0.001	0.01
-1.378	0.160	0.001	0.01
-1.376	0.160	0.001	0.01
-1.374	0.360	0.001	0.01
-1.372	0.360	0.001	0.01
-1.370	0.500	0.001	0.01
-1.368	0.820	0.001	0.01
-1.366	0.640	0.001	0.01
-1.364	0.980	0.001	0.01
-1.362	0.900	0.001	0.01
-1.360	1.480	0.001	0.01
-1.358	1.400	0.001	0.01
-1.356	1.880	0.001	0.01
-1.354	1.760	0.001	0.01
-1.352	1.760	0.001	0.01
-1.350	1.840	0.001	0.01
-1.348	1.840	0.001	0.01
-1.346	1.720	0.001	0.01
-1.344	1.960	0.001	0.01
-1.342	1.800	0.001	0.01
-1.340	2.280	0.001	0.01
-1.338	2.120	0.001	0.01
-1.336	2.360	0.001	0.01
-1.334	2.300	0.001	0.01
-1.332	2.080	0.001	0.01
-1.330	2.120	0.001	0.01
-1.328	1.880	0.001	0.01
-1.326	1.940	0.001	0.01
-1.324	1.540	0.001	0.01
-1.322	1.560	0.001	0.01
-1.320	1.560	0.001	0.01
-1.318	1.480	0.001	0.01
-1.316	1.480	0.001	0.01
-1.314	1.460	0.001	0.01
-1.312	1.460	0.001	0.01
-1.310	1.340	0.001	0.01
-1.308	1.340	0.001	0.01
-1.306	1.220	0.001	0.01
-1.304	1.220	0.001	0.01
-1.302	1.060	0.001	0.01
-1.300	1.060	0.001	0.01
-1.298	1.040	0.001	0.01
-1.296	1.040	0.001	0.01
-1.294	1.000	0.001	0.01
-1.292	1.000	0.001	0.01
-1.290	0.960	0.001	0.01
-1.288	0.960	0.001	0.01
-1.286	0.920	0.001	0.01
-1.284	0.920	0.001	0.01
-1.282	0.840	0.001	0.01
-1.280	0.840	0.001	0.01
-1.278	0.860	0.001	0.01
-1.276	0.860	0.001	0.01
-1.274	0.760	0.001	0.01
-1.272	0.760	0.001	0.01
-1.270	0.700	0.001	0.01
-1.268	0.700	0.001	0.01
-1.266	0.680	0.001	0.01
-1.264	0.680	0.001	0.01
-1.262	0.600	0.001	0.01
-1.260	0.600	0.001	0.01
-1.258	0.600	0.001	0.01
-1.256	0.600	0.001	0.01
-1.254	0.520	0.001	0.01
-1.252	0.520	0.001	0.01
-1.250	0.480	0.001	0.01
-1.248	0.480	0.001	0.01
-1.246	0.440	0.001	0.01
-1.244	0.440	0.001	0.01
-1.242	0.440	0.001	0.01
-1.240	0.440	0.001	0.01
-1.238	0.420	0.001	0.01
-1.236	0.420	0.001	0.01
-1.234	0.420	0.001	0.01
-1.232	0.420	0.001	0.01
-1.230	0.400	0.001	0.01
-1.228	0.400	0.001	0.01
-1.226	0.360	0.001	0.01
-1.224	0.360	0.001	0.01
-1.222	0.360	0.001	0.01
-1.220	0.360	0.001	0.01
-1.218	0.360	0.001	0.01
-1.216	0.360	0.001	0.01
-1.214	0.320	0.001	0.01
-1.212	0.320	0.001	0.01
-1.210	0.320	0.001	0.01
-1.208	0.320	0.001	0.01
-1.206	0.300	0.001	0.01
-1.204	0.300	0.001	0.01
-1.202	0.320	0.001	0.01
-1.200	0.320	0.001	0.01
-1.198	0.320	0.001	0.01
-1.196	0.320	0.001	0.01
-1.194	0.340	0.001	0.01
-1.192	0.340	0.001	0.01
-1.190	0.340	0.001	0.01
-1.188	0.340	0.001	0.01
-1.186	0.340	0.001	0.01
-1.184	0.340	0.001	0.01
-1.182	0.340	0.001	0.01
-1.180	0.340	0.001	0.01
-1.178	0.340	0.001	0.01
-1.176	0.340	0.001	0.01
-1.174	0.360	0.001	0.01
-1.172	0.360	0.001	0.01
-1.170	0.360	0.001	0.01
-1.168	0.360	0.001	0.01
-1.166	0.380	0.001	0.01
-1.164	0.380	0.001	0.01
-1.162	0.400	0.001	0.01
-1.160	0.400	0.001	0.01
-1.158	0.380	0.001	0.01
-1.156	0.380	0.001	0.01
-1.154	0.420	0.001	0.01
-1.152	0.420	0.001	0.01
-1.150	0.420	0.001	0.01
-1.148	0.420	0.001	0.01
-1.146	0.440	0.001	0.01
-1.144	0.440	0.001	0.01
-1.142	0.440	0.001	0.01
-1.140	0.440	0.001	0.01
-1.138	0.440	0.001	0.01
-1.136	0.440	0.001	0.01
-1.134	0.500	0.001	0.01
-1.132	0.500	0.001	0.01
-1.130	0.520	0.001	0.01
-1.128	0.520	0.001	0.01
-1.126	0.540	0.001	0.01
-1.124	0.540	0.001	0.01
-1.122	0.580	0.001	0.01
-1.120	0.580	0.001	0.01
-1.118	0.600	0.001	0.01
-1.116	0.600	0.001	0.01
-1.114	0.640	0.001	0.01
-1.112	0.640	0.001	0.01
-1.110	0.680	0.001	0.01
-1.108	0.680	0.001	0.01
-1.106	0.680	0.001	0.01
-1.104	0.680	0.001	0.01
-1.102	0.760	0.001	0.01
-1.100	0.760	0.001	0.01
-1.098	0.800	0.001	0.01
-1.096	0.800	0.001	0.01
-1.094	0.840	0.001	0.01
-1.092	0.840	0.001	0.01
-1.090	0.860	0.001	0.01
-1.088	0.860	0.001	0.01
-1.086	0.900	0.001	0.01
-1.084	0.900	0.001	0.01
-1.082	0.940	0.001	0.01
-1.080	0.940	0.001	0.01
-1.078	0.980	0.001	0.01
-1.076	0.980	0.001	0.01
